word1;word2;n
helpful;friendly;  3
helpful;suggestions;  3
helpful;waitress;  3
honest;food;  3
horrible;scarf;  3
huge;amount;  3
huge;bowl;  3
huge;crowd;  3
huge;duck;  3
huge;round;  3
impressive;food;  3
impressive;restaurant;  3
impressive;setting;  3
impressive;wine;  3
innovative;dim;  3
interesting;choices;  3
interesting;combination;  3
interesting;lunch;  3
lack;lustre;  3
leave;disappointed;  3
leave;feeling;  3
leave;rice;  3
like;10;  3
like;atmosphere;  3
like;bbq;  3
like;beef;  3
like;bread;  3
like;clockwork;  3
like;coming;  3
like;dessert;  3
like;entering;  3
like;green;  3
like;hedgehogs;  3
like;hot;  3
like;locals;  3
like;lunch;  3
like;real;  3
like;rice;  3
like;service;  3
like;tofu;  3
like;walking;  3
liked;dim;  3
likes;dim;  3
limited;compared;  3
limited;selection;  3
limited;variety;  3
lively;atmosphere;  3
love;dimsum;  3
love;pork;  3
loved;fried;  3
lovely;authentic;  3
lovely;bottle;  3
lovely;delicate;  3
lovely;flavours;  3
lovely;french;  3
lovely;jasmine;  3
lovely;local;  3
lovely;location;  3
lovely;people;  3
lovely;space;  3
lovely;tea;  3
lovely;time;  3
lovely;touch;  3
lovely;waiter;  3
lovely;window;  3
lovely;wine;  3
missed;service;  3
moody;lighting;  3
negative;comments;  3
nice;alternative;  3
nice;art;  3
nice;bar;  3
nice;chat;  3
nice;comfortable;  3
nice;deco;  3
nice;design;  3
nice;dish;  3
nice;dumplings;  3
nice;fancy;  3
nice;fine;  3
nice;flavor;  3
nice;guy;  3
nice;highly;  3
nice;hotel;  3
nice;light;  3
nice;manager;  3
nice;meat;  3
nice;modern;  3
nice;relaxed;  3
nice;seating;  3
nice;shopping;  3
nice;space;  3
nice;subtle;  3
nice;sweet;  3
nice;tables;  3
nice;time;  3
nice;upscale;  3
nice;xiao;  3
no;additional;  3
no;bottled;  3
no;cards;  3
no;carts;  3
no;chicken;  3
no;chinese;  3
no;coke;  3
no;denying;  3
no;disappointments;  3
no;effort;  3
no;flavor;  3
no;flavour;  3
no;food;  3
no;introduction;  3
no;kidding;  3
no;mention;  3
no;offer;  3
no;prices;  3
no;queueing;  3
no;regret;  3
no;shorts;  3
no;signs;  3
no;sooner;  3
no;staff;  3
no;tip;  3
no;traditional;  3
no;visible;  3
no;waiter;  3
noisy;food;  3
outstanding;cantonese;  3
outstanding;chinese;  3
outstanding;dish;  3
outstanding;highly;  3
outstanding;peking;  3
paradise;dynasty;  3
perfect;chinese;  3
perfect;dishes;  3
perfect;dumpling;  3
perfect;execution;  3
perfect;pairing;  3
perfect;peking;  3
perfect;quality;  3
perfect;start;  3
perfect;time;  3
perfect;wines;  3
perfectly;located;  3
pleasant;ambience;  3
pleasant;dinner;  3
pleasant;environment;  3
pleasant;staff;  3
please;check;  3
poor;food;  3
popular;dimsum;  3
positive;note;  3
prepared;dessert;  3
prepared;tasty;  3
pretty;basic;  3
pretty;close;  3
pretty;common;  3
pretty;disappointing;  3
pretty;safe;  3
problem;communicating;  3
problem;food;  3
rainy;night;  3
recommend;calling;  3
recommend;checking;  3
recommend;dim;  3
recommend;dish;  3
recommend;la;  3
recommend;pre;  3
recommend;tin;  3
recommended;absolutely;  3
recommended;chicken;  3
recommended;mott;  3
recommended;restaurants;  3
recommended;wine;  3
relaxed;service;  3
remarkable;views;  3
rich;tasty;  3
ridiculous;amount;  3
ridiculous;price;  3
screaming;child;  3
shared;2;  3
slick;operation;  3
smiling;food;  3
smiling;staff;  3
solid;food;  3
solid;service;  3
sophisticated;environment;  3
stop;serving;  3
stop;thinking;  3
stunning;city;  3
stunning;service;  3
stunning;setting;  3
successful;restaurant;  3
super;affordable;  3
super;awesome;  3
super;cute;  3
super;happy;  3
super;meal;  3
super;rich;  3
super;soft;  3
super;spicy;  3
super;tender;  3
super;thin;  3
super;worth;  3
superb;cuisine;  3
superb;dining;  3
superb;peking;  3
superb;restaurant;  3
superb;staff;  3
superb;views;  3
superior;quality;  3
superior;service;  3
superior;soup;  3
sweet;chili;  3
sweet;potatoes;  3
sweet;sesame;  3
sweet;smile;  3
sweet;steamed;  3
sweet;tasting;  3
sweet;tooth;  3
swift;service;  3
tender;duck;  3
tender;inside;  3
tender;pork;  3
terrific;meal;  3
thanks;nhel;  3
top;1;  3
top;101;  3
top;dishes;  3
top;experience;  3
top;floors;  3
top;food;  3
top;grade;  3
top;highly;  3
top;hk;  3
top;hotel;  3
top;list;  3
top;marks;  3
top;notched;  3
top;pick;  3
top;shelf;  3
top;tier;  3
top;top;  3
true;dim;  3
true;hong;  3
want;quality;  3
want;service;  3
warm;ambience;  3
warm;hospitality;  3
warm;smiles;  3
welcome;drink;  3
welcome;tea;  3
winning;dishes;  3
wonderful;attentive;  3
wonderful;cantonese;  3
wonderful;combination;  3
wonderful;dish;  3
worst;dim;  3
worst;food;  3
worth;avoiding;  3
worth;eating;  3
worth;lining;  3
worth;noting;  3
worth;recommending;  3
worth;spending;  3
worth;stopping;  3
wow;service;  3
wrong;dishes;  3
wrong;food;  3
wrong;wine;  3
accept;card;  2
accept;reservation;  2
accept;rmb;  2
accidentally;broke;  2
accidentally;eat;  2
adequate;english;  2
advanced;booking;  2
advanced;reservation;  2
adventurous;chinese;  2
adventurous;eaters;  2
afraid;quality;  2
alone;makes;  2
amazing;5;  2
amazing;amazing;  2
amazing;attentive;  2
amazing;authentic;  2
amazing;bar;  2
amazing;beautiful;  2
amazing;beef;  2
amazing;beijing;  2
amazing;chilli;  2
amazing;city;  2
amazing;culinary;  2
amazing;customer;  2
amazing;decision;  2
amazing;delicious;  2
amazing;dessert;  2
amazing;dimsum;  2
amazing;dimsums;  2
amazing;duck;  2
amazing;fine;  2
amazing;har;  2
amazing;harbor;  2
amazing;harbour;  2
amazing;hotel;  2
amazing;job;  2
amazing;local;  2
amazing;loved;  2
amazing;lovely;  2
amazing;lunch;  2
amazing;nice;  2
amazing;reviews;  2
amazing;roast;  2
amazing;sauces;  2
amazing;setting;  2
amazing;skyline;  2
amazing;sweet;  2
amazing;tasty;  2
amazing;tea;  2
amazing;textures;  2
amazing;treat;  2
amazing;vegetables;  2
amazing;venue;  2
amazing;wine;  2
appalling;service;  2
avid;food;  2
avoid;eating;  2
avoid;lines;  2
avoid;paying;  2
avoid;queue;  2
avoid;queues;  2
award;wining;  2
awarded;restaurant;  2
awarded;restaurants;  2
awesome;ambiance;  2
awesome;bbq;  2
awesome;cheap;  2
awesome;dimsum;  2
awesome;dumplings;  2
awesome;fresh;  2
awesome;incredible;  2
awesome;pork;  2
awesome;restaurants;  2
awesome;signature;  2
awesome;staff;  2
awesome;worth;  2
awful;experience;  2
awful;service;  2
bad;choice;  2
bad;dining;  2
bad;idea;  2
bad;price;  2
bad;reviews;  2
bad;smell;  2
bad;start;  2
bad;weather;  2
badly;lit;  2
bargain;hunters;  2
beaten;eggwhite;  2
beautiful;3;  2
beautiful;albeit;  2
beautiful;authentic;  2
beautiful;backdrop;  2
beautiful;cocktails;  2
beautiful;crispy;  2
beautiful;evening;  2
beautiful;flavours;  2
beautiful;fresh;  2
beautiful;harbor;  2
beautiful;hong;  2
beautiful;jade;  2
beautiful;modern;  2
beautiful;paintings;  2
beautiful;reservations;  2
beautiful;spot;  2
beautiful;sunny;  2
beautiful;vegetarian;  2
beautiful;venue;  2
beautiful;white;  2
beautiful;wood;  2
beautifully;appointed;  2
beautifully;fresh;  2
beautifully;furnished;  2
best;101;  2
best;5;  2
best;affordable;  2
best;avoid;  2
best;barbecued;  2
best;bet;  2
best;bets;  2
best;brunch;  2
best;carrot;  2
best;casual;  2
best;cha;  2
best;choices;  2
best;cocktail;  2
best;congee;  2
best;culinary;  2
best;customer;  2
best;decision;  2
best;deep;  2
best;dimsums;  2
best;dinning;  2
best;dum;  2
best;enjoyed;  2
best;examples;  2
best;experiences;  2
best;feature;  2
best;friend;  2
best;gourmet;  2
best;highly;  2
best;host;  2
best;hot;  2
best;items;  2
best;lobster;  2
best;local;  2
best;lunches;  2
best;noodles;  2
best;northern;  2
best;preparation;  2
best;prices;  2
best;rated;  2
best;seafood;  2
best;seat;  2
best;services;  2
best;shot;  2
best;sichuan;  2
best;sommelier;  2
best;special;  2
best;spicy;  2
best;spots;  2
best;standard;  2
best;suited;  2
best;sweet;  2
best;vegan;  2
best;versions;  2
best;wanton;  2
best;window;  2
best;wonton;  2
better;alternatives;  2
better;ambience;  2
better;appreciation;  2
better;bet;  2
better;branches;  2
better;chance;  2
better;cheaper;  2
better;crispy;  2
better;description;  2
better;dimsums;  2
better;dinners;  2
better;dishes;  2
better;executed;  2
better;halal;  2
better;half;  2
better;lighting;  2
better;meals;  2
better;menu;  2
better;noodles;  2
better;offers;  2
better;priced;  2
better;restaurant;  2
better;sign;  2
better;siu;  2
better;soup;  2
better;spot;  2
better;taste;  2
better;tim;  2
better;training;  2
better;version;  2
better;versions;  2
better;wine;  2
big;bands;  2
big;banquet;  2
big;bill;  2
big;brand;  2
big;breakfast;  2
big;busy;  2
big;day;  2
big;difference;  2
big;dinner;  2
big;dollars;  2
big;draw;  2
big;duck;  2
big;fans;  2
big;fuss;  2
big;green;  2
big;hit;  2
big;hits;  2
big;mac;  2
big;prawns;  2
big;price;  2
big;recommendation;  2
big;service;  2
big;statement;  2
big;table;  2
big;thumb;  2
big;trip;  2
big;white;  2
big;windows;  2
bitter;gourd;  2
block;walk;  2
breathtaking;food;  2
bright;cold;  2
bright;red;  2
brilliant;atmosphere;  2
brilliant;dish;  2
brilliant;views;  2
brisk;business;  2
calm;dinner;  2
calm;oasis;  2
capable;hands;  2
celebrated;birthday;  2
certain;michelin;  2
certain;standard;  2
certain;types;  2
chance;whilst;  2
charged;9hk;  2
charged;9hkd;  2
charged;extra;  2
charged;hk;  2
chic;interiors;  2
classy;ambience;  2
classy;chinese;  2
classy;style;  2
clean;ambience;  2
clean;bathroom;  2
clean;bright;  2
clean;busy;  2
clean;dining;  2
clean;including;  2
clean;kitchen;  2
clean;neat;  2
clean;nice;  2
clean;plate;  2
clean;restrooms;  2
clean;spacious;  2
clean;staffs;  2
clean;tables;  2
clean;toilets;  2
clean;white;  2
clear;english;  2
clear;menu;  2
cleared;promptly;  2
clearly;meant;  2
clearly;overpriced;  2
clever;combination;  2
comfortable;chair;  2
comfortable;clean;  2
comfortable;relaxing;  2
comfortable;seat;  2
comfortable;seats;  2
comfortable;served;  2
comprehensive;food;  2
confusing;menu;  2
cool;chic;  2
cool;food;  2
cool;location;  2
cool;people;  2
cool;scene;  2
courteous;attentive;  2
crazy;expensive;  2
creative;cuisine;  2
creative;food;  2
creative;items;  2
creative;presentation;  2
crushed;garlic;  2
cut;chili;  2
cut;pork;  2
cute;pig;  2
cute;taste;  2
cutting;costs;  2
damn;bad;  2
dear;friends;  2
desired;highly;  2
difficult;access;  2
difficult;finding;  2
dirty;plate;  2
dirty;tables;  2
disappoint;located;  2
disappoint;wonderful;  2
disappointed;due;  2
disappointed;prices;  2
disappointed;service;  2
disappointed;simply;  2
disappointment;noodles;  2
disappointment;service;  2
doubt;stick;  2
dreams;casino;  2
drunk;chicken;  2
easy;english;  2
easy;feat;  2
easy;food;  2
easy;introduction;  2
easy;location;  2
easy;meal;  2
easy;menu;  2
easy;option;  2
easy;process;  2
elegant;decor;  2
elegant;decoration;  2
elegant;evening;  2
elegant;service;  2
elegant;touch;  2
elegantly;decorated;  2
empty;dishes;  2
enjoy;breakfast;  2
enjoy;dining;  2
enjoy;excellent;  2
enjoy;fine;  2
enjoy;fresh;  2
enjoy;hong;  2
enjoy;nice;  2
enjoy;spicy;  2
enjoy;time;  2
enjoy;wonderful;  2
enjoying;dim;  2
entertaining;environment;  2
enthusiastic;reviews;  2
excellence;food;  2
excellence;service;  2
excellence;staff;  2
excellent;array;  2
excellent;assortment;  2
excellent;barbecue;  2
excellent;bbq;  2
excellent;care;  2
excellent;chain;  2
excellent;chef;  2
excellent;chilli;  2
excellent;compared;  2
excellent;culinary;  2
excellent;efficient;  2
excellent;esp;  2
excellent;fantastic;  2
excellent;fast;  2
excellent;fresh;  2
excellent;goose;  2
excellent;hotel;  2
excellent;it’s;  2
excellent;jasmine;  2
excellent;local;  2
excellent;love;  2
excellent;lunch;  2
excellent;mandarin;  2
excellent;modern;  2
excellent;option;  2
excellent;range;  2
excellent;rating;  2
excellent;recommend;  2
excellent;representation;  2
excellent;seafood;  2
excellent;shanghainese;  2
excellent;soft;  2
excellent;spot;  2
excellent;spring;  2
excellent;steamed;  2
excellent;super;  2
excellent;sweet;  2
excellent;ta;  2
excellent;tasting;  2
excellent;tasty;  2
excellent;tho;  2
excellent;total;  2
excellent;trip;  2
excellent;vegetables;  2
excellent;waiters;  2
excellent;waitress;  2
exclusive;dining;  2
exclusive;panaromic;  2
fabulous;5;  2
fabulous;art;  2
fabulous;atmosphere;  2
fabulous;authentic;  2
fabulous;decor;  2
fabulous;dining;  2
fabulous;night;  2
failed;completely;  2
fair;service;  2
fan;turnip;  2
fantastic;ambience;  2
fantastic;atmosphere;  2
fantastic;cantonese;  2
fantastic;cheap;  2
fantastic;choice;  2
fantastic;decor;  2
fantastic;delicious;  2
fantastic;expensive;  2
fantastic;fine;  2
fantastic;foods;  2
fantastic;fresh;  2
fantastic;harbour;  2
fantastic;hong;  2
fantastic;host;  2
fantastic;job;  2
fantastic;light;  2
fantastic;loved;  2
fantastic;lovely;  2
fantastic;menu;  2
fantastic;presentation;  2
fantastic;price;  2
fantastic;recommendations;  2
fantastic;restaurants;  2
fantastic;reviews;  2
fantastic;soup;  2
fantastic;subtle;  2
fantastic;surroundings;  2
fantastic;table;  2
fantastic;tasty;  2
fantastic;traditional;  2
favorite;dimsum;  2
favorite;food;  2
favorite;hong;  2
favorite;hotel;  2
favorite;meal;  2
favorite;meals;  2
favorite;xiao;  2
favorites;include;  2
favorites;included;  2
feeling;adventurous;  2
feeling;disappointed;  2
feeling;hungry;  2
feeling;rushed;  2
feeling;stuffed;  2
fine;china;  2
fine;cuisines;  2
fine;culinary;  2
fine;reputation;  2
fine;service;  2
fine;slices;  2
fine;tuning;  2
fine;wares;  2
fire;soup;  2
fired;crispy;  2
fired;spring;  2
forget;outstanding;  2
frantic;pace;  2
free;amuse;  2
free;car;  2
free;dining;  2
free;dish;  2
free;dishes;  2
free;drinks;  2
free;jasmine;  2
fresh;beautifully;  2
fresh;chunky;  2
fresh;clean;  2
fresh;cooked;  2
fresh;crabmeat;  2
fresh;crispy;  2
fresh;fast;  2
fresh;hand;  2
fresh;homemade;  2
fresh;light;  2
fresh;live;  2
fresh;oil;  2
fresh;perfectly;  2
fresh;prepare;  2
fresh;quality;  2
fresh;scallops;  2
fresh;sliced;  2
fresh;soft;  2
fresh;staffs;  2
fresh;steaming;  2
fresh;sweet;  2
fresh;vegetable;  2
fresh;veggie;  2
friendly;courteous;  2
friendly;dim;  2
friendly;family;  2
friendly;incredibly;  2
friendly;kaye;  2
friendly;lady;  2
friendly;manner;  2
friendly;nice;  2
friendly;polite;  2
friendly;portion;  2
friendly;server;  2
friendly;smile;  2
friendly;warm;  2
fun;dining;  2
fun;evening;  2
fun;food;  2
fun;noodles;  2
fun;plain;  2
fun;spring;  2
fun;stuffed;  2
fun;time;  2
fun;twist;  2
funky;chinese;  2
generous;chunks;  2
generous;servings;  2
generous;slice;  2
gift;set;  2
glorious;food;  2
god;food;  2
good;10;  2
good;4;  2
good;affordable;  2
good;altogether;  2
good;amazing;  2
good;array;  2
good;balance;  2
good;balanced;  2
good;benchmark;  2
good;black;  2
good;blend;  2
good;business;  2
good;bye;  2
good;chance;  2
good;chef;  2
good;chilled;  2
good;chines;  2
good;cocktail;  2
good;cocktails;  2
good;comment;  2
good;communication;  2
good;compare;  2
good;compared;  2
good;comparing;  2
good;competition;  2
good;compliment;  2
good;consistent;  2
good;conversation;  2
good;dan;  2
good;day;  2
good;decision;  2
good;decoration;  2
good;delicious;  2
good;dessert;  2
good;desserts;  2
good;discount;  2
good;drink;  2
good;duck;  2
good;due;  2
good;efficient;  2
good;entertainment;  2
good;fantastic;  2
good;fill;  2
good;fine;  2
good;foods;  2
good;fried;  2
good;ginby;  2
good;guide;  2
good;halal;  2
good;har;  2
good;highlights;  2
good;hoisin;  2
good;hong;  2
good;ignore;  2
good;jullian;  2
good;kids;  2
good;kitchen;  2
good;lamb;  2
good;meat;  2
good;memories;  2
good;modern;  2
good;moments;  2
good;monogamous;  2
good;note;  2
good;pace;  2
good;pan;  2
good;perfectly;  2
good;pretty;  2
good;privacy;  2
good;rating;  2
good;remember;  2
good;representation;  2
good;sample;  2
good;sampling;  2
good;sauteed;  2
good;sea;  2
good;seating;  2
good;served;  2
good;serves;  2
good;set;  2
good;shrimp;  2
good;siew;  2
good;simple;  2
good;simply;  2
good;slightly;  2
good;space;  2
good;spacing;  2
good;spring;  2
good;started;  2
good;sweet;  2
good;tables;  2
good;taiwanese;  2
good;tasting;  2
good;ten;  2
good;test;  2
good;tho;  2
good;times;  2
good;tip;  2
good;training;  2
good;unlike;  2
good;venue;  2
good;waiters;  2
good;weather;  2
good;window;  2
good;won;  2
good;xiaolongbao;  2
grand;affair;  2
grand;dining;  2
grand;entrance;  2
grand;hotels;  2
grand;interior;  2
grand;lisbon;  2
great;13;  2
great;accompaniment;  2
great;address;  2
great;alternative;  2
great;amazing;  2
great;amount;  2
great;anticipation;  2
great;arrangement;  2
great;assortment;  2
great;backdrop;  2
great;bargain;  2
great;bottle;  2
great;breakfast;  2
great;britain;  2
great;buzz;  2
great;central;  2
great;chicken;  2
great;chilli;  2
great;communication;  2
great;company;  2
great;cook;  2
great;crispy;  2
great;cuisine;  2
great;cultural;  2
great;day;  2
great;decision;  2
great;décor;  2
great;decoration;  2
great;detail;  2
great;dimsums;  2
great;disappointment;  2
great;discovery;  2
great;egg;  2
great;enthusiasm;  2
great;expense;  2
great;experiences;  2
great;fantastic;  2
great;feel;  2
great;fine;  2
great;flavors;  2
great;friends;  2
great;friendship;  2
great;gatsby;  2
great;giving;  2
great;guy;  2
great;hot;  2
great;ingredients;  2
great;introduction;  2
great;kaye;  2
great;list;  2
great;lots;  2
great;love;  2
great;loved;  2
great;macau;  2
great;memorable;  2
great;michelin;  2
great;noodle;  2
great;opportunity;  2
great;oriental;  2
great;patience;  2
great;pecking;  2
great;perfect;  2
great;photos;  2
great;pit;  2
great;portion;  2
great;prawn;  2
great;pride;  2
great;private;  2
great;professional;  2
great;quick;  2
great;rating;  2
great;reflection;  2
great;restuarant;  2
great;scallops;  2
great;selections;  2
great;served;  2
great;servers;  2
great;serving;  2
great;set;  2
great;shrimp;  2
great;sit;  2
great;special;  2
great;specially;  2
great;standard;  2
great;starter;  2
great;suggestion;  2
great;super;  2
great;sweet;  2
great;taiwanese;  2
great;tastes;  2
great;team;  2
great;tim;  2
great;tip;  2
great;tofu;  2
great;touch;  2
great;trip;  2
great;tripadvisor;  2
great;truffle;  2
great;turnip;  2
great;vegetarian;  2
great;vibes;  2
great;visit;  2
great;welcoming;  2
great;xiao;  2
great;yan;  2
great;yummy;  2
greater;variety;  2
greatest;view;  2
ha;gaw;  2
happy;anniversary;  2
happy;eating;  2
happy;evening;  2
happy;friendly;  2
happy;memories;  2
happy;time;  2
happy;tummies;  2
heavenly;delicious;  2
